id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
_J7zubQNotlihbl5tyxAoXPul7w1MjNqMkpOBorKwtPgCJs,Zn63thY5xCZnHialJJrK99ypnQh_lO7Oe_dym2wE_TuMprM,GfTmLkTAyAxOjOYtpJkKDEmInxiz0CDOONk4rB4-GbKlqKRE_yKuAeQ282QH53LVdPxVGS12WZBB7A,IN YOUR MIND KID,5026,1665367130000,439
Ngm4tWP4POUkH37REgFmijD3r6rJsnXejDX92SAI4RmjIQ,T9itD_L1NnPQKNof5WFTLJ2jdO_enP2jIUuv-4QbeyM,n3OHAA0x5KaQWJp_oFQPuHpe2Kv9R7azviVsGImeUjvoaJnc6YF13HL1cvcMIL3xCJIfxVswktyzUw,LEANDROVi,4764,1665194377000,294
ilmUTaEFMhFZJCgo17Tj8bW5uK013mkLd5fOChdfcKdj6Q,JDS2tKeA2HLZEPwLLCwDEZkLO9mBNgGFn56MoLS0eUC9ebA,PWMpN75Nx-3rwUiYiAVFhMnPNrakBEP3epbEHVFJqJg3WvpEinUUG8xpZdTpZKdk4swTb1HuX6CHiw,hg2hg2,5167,1665519746365,454
S-tmIoVmFZJsuTRm7BolNk6Y3p3zqNJjwyt-ugqKYJM3V5M,93SfssO8jwuPqZF4JeVhioJr_VrF248HJzS4IQ57rDnbkB8JCTDQbsye,8WeUE4pczIHeuXy3RE2L3mkccEH6-FPKpZgQ0qfqZmLe4HA2eEHTxMR61I4i8PU5_oJKGNQTjB0Szg,Rafix,4965,1665543719714,445
up_HUmd25EiqhcwbGa_K_pj02ED8zULXSGQgGh7MqCmXcQ,df_Q9RBFOGJhPyEBwyzClQRzMKEt5ACpEDjdC6HVf6WCnAs,WR07jmmXZoujlMgSXGfM3z3itel-2QXjX1Rfa0kU6JtsOTcngQcS3QNL-POJ-g0oE0NlmyEN5pcVGw,Polebe,5463,1665460727000,569
-jrgvwFJnfUjCOOABI5LC7S15vZlfQaiCOQ__KN961Bas1M,HsxrfBouhNEypH8MDvu3-CESHt6gnUufdNKwq9xCy64LDWM,nVzFm9Ela9QG__WRPINoaGzopB0QPe7D0d5adEd91gHX3B4P7AlrBS97wqIV3xM0uHOpHZEyQHKkQg,Kitty Pride,4921,1665101680810,727
NlXinuhMdTkELY5oBjZXZ9HVvmdTmwhHj9N0Wh6MxZ-GoQ,Viscv3563d9F1NBscgsS7tW4d01Vpov11eHOWKuvN4QL,HdLRXsgyZjcVYmGB3-Xmm9yk3IvezE0T2OJhmg33bOb6RkHGfwYKdxdO6H3_hL1jgtL4r33CqAUPEA,Férnus,3860,1665357290000,182
2fJGdFOWZXTQgJorqNhN82IcEvSR3EORvAih0pMcJYStIg,h-mx540-4Ba05Pq2uNeKNPCkDOiZhPVRh0c4g0CnPzYHPck,pCCbcudlCHNlkEJ2WR4Uf6CkppfkqEsOSHa4QzaceCFAEO-QVRLbZvdguW_MKWW9J0xmITuU_fYXnw,Teyana Taylor,5255,1665289058000,530
CBV6NJW9pgoce7H75jWUxr0LgneX9Ob4pkvMrWJ3vH_FC6d65EwtYO1P1g,z_DzM1W8muyQFg_o7ScqZCQs6M_ttF6-U4MkrHb9xSUVpDcTWmH6Bejs,AxdaB6p6UHMC1z3uc0Lp8axVlmskrrv2tHI0s7THW2xYCx9cWdCQ9v6loxWTYFIt7mHQvPQJd3XNDA,LLL Luk4yy,5521,1665521106242,192
PkDytgR9tJ6UChVDH6-wpy9mtko3W4pVYd_TbnR_7QCpUgU,_rlXLoxzuxGA6MYCshJ0xMYlXpcCjmRccdUzUr0G7JQYnxrqm7ZykDre,uGLXXaYulh6DPE7PwgGUru_p66mre-bg0UF443NIxLjGh0p8buLTSx31KWmSCY8gh54XTpZWuq9Wlg,Itow Reformed,5425,1665342277000,383
f_5afevnuWjLk9Yve0kDn_aG111XtIbE3ydJkrZOhh2jCQ,2upDC-rFQv-rJrL9uL0YL8_t0T0r08Ud3M5DAo7yU4qgkzs,Qc964FqPEbIWs54eUa7QcnpeqhLQiw3PUZE35ahUEnLfA3NwDtVOJB1ba3q7FEErvNQSTrq0tevGsQ,DelSobi,977,1664938401000,486
eGy0qI10T_a_IXZ3xE7gNXoh8b7NA5vgawusI22qFXf9YQ,gZPoBwBmyIQ-lk6HfAmw2adQ8aadrFXh9Rd-Cr_bOGlNrj0,iWr0MgmTKh9joHtNM1bcgJFRD_N9cJKkE6og6G0vkcglDjCeLg3So5S_fk0WzPHtcFQX0KBpsmjGJw,Ti0PaC,4086,1665286913000,338
3PXJQmrgYXDyBD6UBUzseTbu5-5vGDGbaJ1xf0ODZpnZlQ,12bQal9RKsw_-Wj9ZBb2mjBpxiTqDFXJnYQQocl3vnwK0a4,3F4jhRkkuWZmMnaQQfN6Rb2WhvY9fZ0lC8GCVjGPRqc7_eaQhHaKtdpU1ntKypQgrBfScqW_hLcp6w,Kerpp,1590,1665440039000,590
NjSGOicY3F-2Ve2p-iCELYMWEKPacazdwgFmGOj5tDnoBCQ,ZSiWnvXhdG-ooprnH8yM5otaV3hYMUU5_mp1kTMtJ_kbjC4,dIlkZ_4cOJ2z1lH06iFj_d70R0rtUW-NcXdTB8H-1RHBKdXgCiArXJkCSNfH6QR4nHLztd7rnAQ-Vg,Little Méth,5429,1665462553000,365
3mwf9RYqok7UR5NQodviDeAAJpvaS0GpWuikWtzVRn4ydA,SykWuJHVR8rCSNMEcnmL4-9mRWyEZdQb_mX2FcctevzS6Xc,mTp5nCympwwCYJJ3cg5CIZnZf6THE22VI8X_qgHkhzF76AyGMOUZXSyZbPRxjNFka1CICSi1djntJA,Morinaga,5435,1665258987000,533
XX_qJHiLYzZDe8utHCVVkWgJ67XyRp-gRtVdNeWOPoIercg,5QGVzksFwfB14bgsuV4jOCgy8o-f97pftJsmFwFORqrQXuU,0HfUs1344o_sxBCBhO1hCDUrpTmuZ0Ot_4A2G9iu7_y9fH4mPnSCnzuocv-nWiRvGwOyVkoJPCmONA,RenGarfield1,3501,1665450338000,171
Wmj5kNqH3jhvFYW4G3ych3y9o-9yZI4U6EJBvlDIFfY6D9e8MXxAy5ZRow,Ss14Lwni5uSwT7xDXH5hZJsfTrNUVNFYAQiqA9KM2UEPhbJYO6_Cya-a,Tetz4VVzAOGQrSfEG3fulUIXiUrFLsEQR4REkdSXN95Bz-FmP5JuCYdWB5nF3n-C3jaUSYeYtOKGpA,Fl5rry,1211,1665497214000,56
imd8jQYPHOxi3k4cYbtF_neguA3NzmZzwBTpU5sDiIXnzXvq90p8_zIGiw,Vi2g0vMaGfs1C9f3Vdo6CfL7W1bShAA2uAJ6f9l7nXhRislSXfwmYqpH,DyWp_oXx8JbmdLzaltXT9Kp57TuIVwL2tgTXUrWQfvy6M7UYDb84uAeDZEAJQ_lhQf3qS7EMJELhzw,LOLOWHATWASTHAT,16,1664988291000,58
GTZu1-dj7lY1JrPilvhMFstHYqg4Vb43ju_UtJ01juP0rfI,KjRM2EYQl53kKyNdLPRTn2r96hB-u21g7ZG9_Fhsmb5iwxXlJ5C-pCwY,V5-arECZ65Fkd-jvFqpPbDh8a6WGoXhec1GcPBUJyiZ7BhIj7mRg0saw3m5TY7nJZkMv_7DN96rnZA,Flxrzinha,7,1665109122000,411
mOtvEW2Xz4EpqLtFTFjEeclQpkY7ilsCoxXCoPxqKbD41dw,iLdoW_1FbjmrHWoTRgU53GGnh9D93MnsjHp2qn9aIG5YWETv26oSv6yZ,xSNSn7wOoUzQj2BT7QUcSAtJ4Hqz5oui1ZiqKgOCnTbpU87vFieTSjcCWriBNLg6HVxZgaoF1vnOQA,FAR RIGHTIST,3891,1665488276965,126
Omrx3GcYRCC86xkhc_uWT-BoNIwMphrQF56GAypT7i7_HzA,yjSpZfBiXXUqxI4LGY0gxuvyWhFPt-b-WykymjPUE-uzJKA,8xDm06p1ucW9jxBARk9rhFQRqSJ8J1UmZ5NWn8ko87Xg5aUC_z6pyLS2PcNfZKCMBiSmtjZ6-WvHcg,Thresh Maniaco,4567,1665424582000,446
fbdA8bG1ihTzXRHCqawfF_dxksXj7uKNzHFghwKRAF_j6O5R46M7eJwaDQ,zMHACSvbYt8h1rSSMTAwL-wbSOOseXtOUsh_tbMz8b-1_z_UhOUdcSBo,xAi9wg-yRVpspUh8OhzO-jqiJQ4uijmmr6QYy260Dh4juqypPiEKuQME95gIxoNSsBW2RCado45TvQ,siff666x66x6,27,1665104081000,119
BpimqWSwOiVnYqrNjUJU6Zb6I68Ld7s3uDjMtdG0TQCxhw,ca46i7OVGUFTn00QKGmAjf6Id0Z2xEQUzxSsiwIYcq9e2Ms,NVDymlPAgeooNXSgWeYxnfz6LL_ubBtmM0nb_ZXlkgDH3yQnnl0bm8jZI9UpeTqamKMPDs8uCdukfQ,Dós,3367,1665115701000,416
vnhpACt7rZx0oeh0E3FFXJ6-tnMvh6oH7YpB7i38PiqfWg,rBlRov1yb1QMg_WvBpNyMrNBF_NP-EOj0pgl6v6cXL2u,SWasNWiwEhw_kCt0VeLANN5IQcpTJ6Ek2OLOfCZkma-XAfJ-4Sv2oTFu4i5jlDaCAgIJOsStBepXeg,blame all on u,5512,1665365418000,489
ncGQQs7T54EpNsAYvu_CuK1Auo8TTx-flNS-AUV2wGPRpSy0NMyCgsMgwg,Q6_h6LvLCP2GD54hiYS1WRthI4imsUZMC-TcysmVrJhJlZDrAVf-uyEs,a-vOl9QXQSbXyLE5__XE6vwSC17iREyr_VXsVeUG9ifTHV4Ho3690vXQzhINkvMSf8SfdC3nUjg8Xg,my next target,23,1665532311336,48
ivfHg586pFoDbNJ71Mlz1X5DCCe_x-dqOx5UiGPuSoEdAEI,uXTreiR9YMTixc0UiZOeKmqat6uzxrIR93R28HtJjT0GKIY,L--lT_e_Exw5sXMDVbjnb1wvvhXbvrkJhV8nXsL8xrxS06x0MQwzqiE8GmwNo8LPOPKs2v42i-LQsw,Qifi,4104,1665368894000,224
mDnvmTRN3nae3Yj_gvgQ5-aqquNg3p7q5JBrK0bbPUejdy4,C1brqX2VknfZRkRRtyIh2b2g6iAeLyxamS-q0clGr6cKSwY,-w_qpvsLF0ibTi5ceQzWf2aSQ8bTlFx_eLdrF275VWTz3EnYDCabP7lR56cicsvBXfZ7PjVbPQR7dw,obediente,4764,1665258480000,625
ipO6byJ9r5iNoJYsMF_K5_29kkhd_pYOt78DOEqBzDx4,ZFwt37GdDVoBo3SNA0B07QwKPWADdCIE3GaWtmuasyE,C5Ru0t8eDWfobJQm3nHjlYVVGA_IOFFaTkn3p2P8Zo3dyWZUwu2GHb_TTBXuR0PCCZqjeHp0AOi5Dw,H   K,5484,1665491040000,537
smZ-czaw7QfoMgS7MjVtk58i4ylLETFTOAz1-IVWxR20mAXjLB9sM-nZ-A,A8Vu7gfeIkMc5loNtnrs2X4Vyt39hAr9KjnwIO7lf3BmNhwfFiLtngES,x8D8pH7N8SSWhyHdjDeiGidgA_LXpJYpNAbHXU7qo9eWQ5dzMJndFNmOnVd-JzlV_1uwoXC83Ux5Bw,Ferrarotto,20,1665124661000,281
d7c6-hfPJoQq27yiMaQNPcWFinRZlmwSoQUkQRCGpohJ2jk,aJJd0zlGZVBiDgzQ3qYo34WMnCD75Wm0-v3rR8WTECTHFc1YRdOAb2aY,ubh-bcOPk6ozG8Es4Y70vtd_bfJKln6zcGcMP5n3T4GJm8rDcD6-T7hBnVeN8y9FiKTqvn1WxOp0Mg,rogerioasasino31,5410,1665538604223,297
bs94E0AY9DN5fBga0NlhULiGHxfQRcMGeyCFJvrvTowoAQ,57dyGLm0VIDFvD-JVietQgFUGDFPZvcQGL2qQEJUGf-dm4g,pv2X6tAEf5NBi4nfloYzZZ-OB4IfYXZOYvUxHbSYM0p1E83ucVNZiqoAbky_25zw85BRLDvqyX1r-w,Reinado,5025,1665238798000,488
Ng8qK5VOzbD-F0L4wTu4M3DzjtPRp54hJpYyhRqf3O4NlyPwWs1V8eA-lg,aOZpTfy6c9kB9bRjOQ3144zjLMdYXTDuDOm9Xsm5-_UkZJIS0VTI9OeC,fPfQzFfEyiFUgEaODlq8n4ZrLoD5tJH4OOpFxC4puPSzt4OQcX-t5z8kYOh-ZIgRMLQC0MinLwh9dw,é o greetings,5414,1664905098000,71
TLFYvYKjqIVZrx9x5KJY9JQ2W-wL3Qq001l_kANt7YkcNz0qiHwxUoHekw,87cjswSqyeZ4V0DZRTY4En2NdxE9937A2LdJ4W5b24IkP7zkJ-e8aGuI,LFkNDl0StPLUjws6Rj8k5FIuXZ1JKb8hSqb-vwcQYzlLNohExhMUWle2_lwcwX-6-1XiiYaAS-jOwA,lEM PLEN0 2022,5335,1665263581000,295
XnpHq-naO0Xx6DrsNSUKj4xBKmtHw6SbSjyuhZAPgC1ECg-fnKZ0vsGv1g,rHALwdQ53fuXPEX3qCKWPvUT88S9j-O-vS1hLHOX3w_RpVg_ZmqJfYqf,BK90AwMEvdow2peBYwP1uFh_n2gsVHvCz-5cgxdiwMpsbhl_AXB9uzbEJm6o6Qg1QHcoR3hhlyb7Jw,Vitória Letícia,5451,1664933277000,39
m4f1F8kygTM5-UNGoTWdUojwM9QxZj7kNna8CXh5ny_B3B4,pFgFFg4HdDQNbv1SFVx0aHiU5G2lObFv_YZEDrjYmkfwpSdh6nSQYMTE,_3GXQwfMthDAx_NAtelqXn0nGqt5YPPb6cLbDFUxcow_tFMcVqtqxcXO9KiYQYBPqUH0Rrzy_BkRnQ,Nate Feuerstein ,3211,1665200712000,315
tmJ42diKHCdNR6DThvvk79ktETii0Re52tNQcf-HZE6wbA,1VMIvjeCHxBKXfKQu4TQ4WEhNFK-10HSz43ADnYVIjRzcvM,BmlSQHwGEOo3YoHplEs1LzdSbN3EBXVEYEW6ILTPNM7i7SaS0KEygSS4Q9meUPkzagZmGWsrKAiyzg,Logoet,24,1665577096046,388
VuSgZ27WNMDia8a7Ul41QI1meVaNEdokUbv9JBI94OY3EtY,eHdPPCUxmCcsq9cCm90HYGfFjm9YoIXIDity8-KLTxZiJwt3B-Zj1CAD,6Z0UcIEXvOt5jszhzLldrI4W18M4UDCRfyWxTHorKct7pw208ereBMBnicqa_oU1GFmZucRh9WPTEw,lDec,3540,1665265254000,280
LyEm-8Pj7YcDMehYjxTDvPUfCPj9n8Mq6QRAjkpVF2ZDShat_vSH-GuVMw,m52rMzRYvAqEgPTuEyvTQsmYWinVjs6S3Ncs6JhWQU9erH8WvivAvpSF,vIwfOEwzDbhEBJhE6Hd0to7HV7MbjRFMJ43vbhfYRHjdLZzk9fc5SfH3Ud2fAmMU-NZumV5y53S5Ow,Zhoumaifrag,1213,1665208795249,78
kEzKVVONOD4BVW3V1osMGnPNBu-zXoRoWbUIpIuBslySMg,WiBjDcIdSGF_FzMnb9EdISyPOMUMBxRosr3Did1W8ISpqWE,FnvismLFVD0p4PJugp_xWAGP2OaEJmL4iv0lqODFkXqrYwazPwTQRcKH8WRb6xBcmgNz2P2br0JDUQ,D0CA,3380,1665288273000,495
ys2gaAX4oiUhyUXX1iYAgK8CK1Q8Zc9waeWDPz1vTz1_,bp2C7ilTsELM1wdYdqnGEU6kFQ8AdUbLTZJGThR3IVk,EcdERuV5z5jayK-7QQjDjCXZz9nUZqkdw0m95H_Ua7-MGjnNdAyQXe1jUYhtobfcX79TnytmFcTavA,Haex,4568,1665349091036,301
owBlr_sRD1sCML9eFZo8Xwa8x5nbBVG9wo4JLzQoW5WZ2Q,LbhmPO1OBou-n9rEo27mZokL22wiHGkIKF9Wshl3-UStyQY,QEau6XWGp5Ral7dSvv1bXKZUZFVTfRNhKkla7NncclCh6MkWsHdy7G_2zZ7uqMWUGL_-jIkD7_8GNQ,AHRl U CRAZY,3173,1665451088000,658
fYkoTnd5WHrwHi8n0cxMAkxqPfkcCiH_pzxfF13rYV9WodQ,Mra2EmySDtXENzZRn-2NC11p9cXO4fekKkRwhp9qCtikI3d00lZseZLo,TkJkxHZlyqRMe9fY9RVyx-fLI1I6mkeTprOAJGo0KubQoLkq6Ad2ZZt5WI3zzrTtUX9CzdCslH8I3A,kittybaby,3227,1665027525000,119
DR0j06vDxm1aI98uP6jEb7aR9Ll_NyHLbUOuQrpuzXwePw,B7KuT-cHfHrMaKF8-yTQRg-sOeK_EMmCqcSHxkOiPlCg-_8,5NRSjeaiBcmn5SAf64RwbO1ZJBcOLFKsWhzgivSQaAG0e6FDsSQFlDl3t7RhktDKG7aev-_vO_XVjw,Faz Graça kkkk,4404,1665188610000,467
APtEftfzXQO7aDr67S6LCTUwlqdCr1hEHD-3C3kFnWjWm5s,2dNGBvnS4BAvwDBVv76t1lKsrci2efqNV3aYFh0tahrUBYizmhGfCvvt,da5pf-9R3R1T261M7Qh6N7UnhezH5fuu2lZemtqwk3vrkh76BtnYozNDjFdibD-sXce0XyIpW9EE7A,Frienzil,924,1665553121249,195
kwXAtKkE-OExexS_frHwdG3AcMVXpvTp89rK5np7vRMvaw,pB5Wup307Sp_naEi0cEaOdGtTdfeTyYPEo8vo5VLF7VK2yQ,jEQJclo6B0L17nVuJmrteTrYTyRW0kerJe2o1iXrMjQ8zHN9ol9LLLrnkvj3C9bMWaXTjHB93KcVSw,a peste albina,578,1665274837000,561
k5zOfugEVgjppSKQd9fh4sQSOhdimX5BIyG8dxPyEtTrKr4,3TTX3FTPBcyLiGYeDehBwrxixseAjgP0tgeHtV2PX_EaiV4,tL3ufZcgxN5kajfgrxnJu4SDTnuiGDPHvrLxoEgJuE8hSt6xPQykQLR5-viipz-FFQmxLXmh0Eaarg,     MachiaveIIi,2076,1665201929000,341
mkWlI2iri_VNx3j3sYtDRlawKLfsencYT3oT2MAdeSIAL04,LNS96tGRQ3k2_fUFA5IUEbvTuFvwTVigi9sDw11EOGqJ4F-cBjrH1v3t,XHVOWReq0XtONCbksofZQqMUSTyXLdgMkcoBeuNDFqBeX6psRA7X0WB20obDUhwTHWPEiLO_duWb4A,retnuP,3158,1665425041000,586
SGxo7fUkouKS5itNW3kpSuvUdFJRL-WiTbNfkXpU6mW08g,FDDsk5_tIx2cOdIFsUpIMFzi2gVpM9neaxiRQmG3TPBk-kM,r_H0rqjDsKN8b7A8HJCjrjnHdiq7iN9phxSqR7RvAc5tCSqbf_xrY3u9-g_VTne6WzDCfLbIsIhBZQ,Shinnö,5557,1665208511000,861
m-9t5Qv8ibQMUVjux0y5VbBV3jt4bWsxiCg6RcUJjJfNYMrGybt99VMvUg,COwvu2UO1kQj2aHWI-QneR9V9HUjmLRhK-aYqL5UbS9vE11bTxwxPgun,pSJNPYwqT88GQd9cNcaeCI-S0yxhpY8BisSJQmRQvlS-WYuoaM4BQV1vJJI2WclhH1HkjHAb5k8RGQ,Yukichabla,5464,1665443151000,48
qoOrBcFmx2qMCiTlPmLVGrb5C3hPZXJIQMfjFFvFYFXqHA,52Ee8vbAf4W3-OEHUzZ4bQPK1rhMFRGzmhJHIPACnr0Ghx0,KUNsH0q-jrl6PqaDmqpzAU7PF7YeCzNRAgXKDu2P9EdX7Nwx-U8sRqVPmDKR-UYkZch1bg48YX6Rww,tön,5169,1665177381000,455
p2vBFFdqzix4x1HfTzYWpHC256bikExEA6Y0rPoD-rkjAA,m-ZfUDQC8G1U7mbCGHMeqJLORzFH3SaHuO63XHNKPZE,kr4FBaVI1ZZqOXAIPxVf7d5Qk88o2rFRfQ910ezT5m-lVMBvcfY7Hdl5fQsnMiSoa9eo_DbXXnEzww,Iorg,4829,1665444344000,468
bdxRm84fZpuEPFiRrYrZ1RY56xHar_JsxLJkCKtLBiOrbQ,GXUgginhGBm1Hmou31x436hSIQ1w_J8gjX1T-Iays2hzEww,Gx0nUUDanzt0s5RafBYJ0nCy_SsgnmemImrwsK9_EgfV39MPnM8p7HW8g7MtuMFCcuYkU_Sc_nxvoQ,Pàla,5170,1664571467000,542
yrNISZ2K7t3CRtGFzPPnjXoubO2iNjHzMqhUQMMWPWnELg,W9y2HtrlE0hgPS8qXsP8vua5z0mb5-vh53wA2v8fEGCy,DbdjRgsqbF9QWiyNYIR1wxMHCQY-OEJ-b1fAAPpOjxwOMhfr3VUuQjXjXKYp5hirvnB0vl08GME4jg,NgOP Sobolewski,5414,1665102291000,475
ZfF5yvXLiaaADyBuYiVjcTPpnuMgeOvSEOH2RP7DxQACyA,SoMc4xqQCPgAwM0mWG3o4ANDyy-_VOJd8DUpvR-7qjYsmec,qenorfhZO-MJHYqCvxpXAvKqlZGp4qv7-1DGt8qmoOUU0iJgGRjojoRXWDn72VeWFHRGR32fWD_JJA,ninonakano666,4780,1665444248000,275
QeA0MXfPlo251P6_rH91m4-Z-MjiW83Z4m_4ivkJ9QpV_Tg,bwywDPObr47ASKdvWp600vzY-PYghzB2IRNblfVprwDivJw,KiQYcs5b-_fd5WKjFhBzWXGRFVzl0hClIZ743Io3bSY9Dkxr1752bXVZWA1DgNF3U5aqO1_ioYFh7w,xandovsk,4034,1665370750000,373
pSqvHxwMF6NNGWLiS2mdYKnzdmHScMspdUA3K3ajK1jFWHs,0KCKuZgD3TPMf5QQZU2QcoYfRZot5Fp2WlLhNOnLubi3eOU,fjhf2aTGTk-3TDNSxxHps6fKFR75tfulX0su5UFfxI6wjEqFiaWZKpZKoFHCRdKGu_9Jo_uzzBCC8A,TwTv Thresh rei,4860,1665356737000,429
f3nq4nRKJ67jLBdZQ7mB2ha7wR6Tq2nDQdjraZAV3uasJA,PjjatMO5p4Tgf3r9O_d6KM34sHc7W4SQVHubwV7uQPahY0A,ZHwS_luT7jdYXfqD4BPWlYOCL6nP9gkB8ZK5jQ0C5pudEOIEOL8XHc6iiNVzMy-vwOh39qaOdoqeGA,NecroMárcia,5552,1665368069000,450
E7kCvLDaLgBzkjYyMGajcMjiVARaBTHw4bEdM3ksLsAYLGs,Vb-2l77uZ_9lvCqDdxHWSaZmbLX4r7zzV8_97oiRts2ib-wUxbHGYduq,OG4HX-Gsqp67Mz6y4aglUmwLb_vHBRsyPoc9ceJ8Dz85kzGYegITLOwWq2QJy64jSbstXw1iqfy5Gg,Hellzin,5255,1665531212645,596
WgKGqWx1g-kw8P4wRkfaCrN2Yctez_8b2GYKJBRmD2WERIQ,rPFXZMyQnjPDMKtY4KuNJK-lYZpgTkatT5SqAqrWl7TxR0mIWCaJQpxT,j5WoJwSBEES1nlWbMD3K8H3asW278U9hSvHRcSNS-GOzYSOnZcL2pwXv9P90lo4Y40oTjivOCfbbRQ,T1 VwsZ,6,1664430936000,627
t6y4TfkE2xxjoZHyLMdQp96ksSQt60qPDob1iyGazk8wIXY,BnGVamY2u-4WCt44cqdyRWruZA1TkUxUGYYo5GbDM-xGQ2U,Z-ncQf_ixEw-ykGb0y22odbvyMQLY6yALtR6vfJZ2kOaSFx8fPDzm-y1VcKKKg7HF1Okce3DhMSTdw,Dilmadid911,18,1665412857000,228
thkBkJBtsHOkTscVstOvPJgTlMCODOXbXkbERM_qbC3-VDA,wER52R6kM7S6APZ8-0zradgHL41cuJzpFUp7WoNfv2MfbJI,9smd8TATQRv4O5uXadPTvh5-ppTDkE1HJG7L6Wmp0m3oCZIteNiGd5J1L20Af_bhXNxvBYmcVrkImA,nenhum chat,22,1665363709000,216
BjZo_4kr971UsW8Dn_pkRtWC5CLmUzpLEI9_8R55mmh4PQ,_dJR4VspWthSvzzjlex1RElxwEmpmDDnB8JnefYQt9E8oes,k-g9HwS5725wMKpAiHYHPIT8O3UFTbiAFc-1ZRLoZQhtsebPCrI9Hcau9Psux8Y2XZrAgfCMd7HNsA,Mertzzz,3164,1665469762000,456
igENUfFw_vlBEg9UY9meJsZDSGbyQFDs0F7VdcwI1XGN-KQ,4MVe7bePyM2jE_Jdi2PdMRWBD5x__WPH-1NKNV8khk3TN67Y5HKSwSCS,GO2lEj2BfdebKCx_ZXn8yn0FRML7JUFgRzjL2Rljzx7esJPi6dX-rHdEjQWQ5IUhEEFDvLrDEn9Hhg,i screwed it up,7,1665441923000,115
TFq1F1AbJirGBisleGXW4NlXp3SNmb4ZQ7BpvE09byCu0pk,i6XZ7VUVDgfieN3Gc0FTLiHTNVQzkSY-7RYT5gRoCH-wEzTD75Sokzfs,Ws_RB011PmNGwmujUoklqiD3Gmi2bluGTkzmswtrQ7IdCvuG29uezQIBIbgfZqFQb4n7V8XFCfcwvA,ayaIa,5414,1664861205000,308
feXnpLuSk47a1XygZ0asMIkbqcm8l1hR_NNGy_8ILcvt6A,ReclnXQA12oAgKzJItwaILW6K7UmXw5Xb3IaDo4uweUlAUE,uTm22bKJAqTtnVGW14R00Ojev7mvaly0DrW-j-tuQ4YMdU-m5MKpeZ4Z-t2oQ4mO3j7xS3WtrxfpEQ,Smigly,5128,1664755567000,198
xLdcjJW6C89paWeJln17LwUmAdRmhpbNFnYS8uyRs30ExXo,_OGWa9m_C-NpVL4rlt_YrWEM698A8G-r5WVMMFEH30loqok,jOmPHneRwSOtk7dMtDjbfiYwGL8oKSL7phSdyBg03afCFHqhmOgK_tgq6jUwYq6RVRkDgExSmlzLEw,biel o monstro,839,1665449917000,430
nQMDIpVsTGW24yvAfe15K-TGgrXtgeCpNOVkJPt3ckzeNA,0khi898ZfwtlYtCkbFlUR9DXM7huwfgxfmRDgipVrBCZnZY,FkiGJBaa0_mgkswI0MRQq2no_mJamrHxPGVr1tPX-mhmwioBTYCpe0-RjGjFSCTLhaJNmceXV8iZ9Q,shima2,1625,1665506975867,872
84J328uQ0SkRXJsd9ejhpDu7yWvxSEr2gRL_P_TLsfnG3g,9re_A9ZHP1rNbjTHuR0WDYhCCIPKSLmFqe8QatG_9debNIw,wrnppATbEQK3-B-zFawiQDAG_FjDC7MSLoLCqk7jXG4yvCqEwnS0g4JN6JopFc24h2PjMG3iVFvrAQ,AguIha Escarlate,5486,1665203218000,656
hr7Wle70yqwWTDtqS3pGqTV4liUkqSMKBfFbPpDqgsh0CHMeXckW1srHaQ,xNrPsxqxSINBQKWEjuQ_KZXa10PyN9a67RyifkMsxqO0EPFfBtUUXTP2,UFs4ZzEbHkk2QwebC92wt8_8i4w-xOoSXdQ8fGAf0jLcYoELHO4suOMsXOq50jZUP7KIctIeS2lz1Q,LSRLVR,16,1665383972000,137
jD81X1VMImjEEGxTD4lOjrPOGjp6h6TLCwA6_k-T8TTAVGDBZdKvOe0rPA,KIUlHKjEbtRgLfEo3ZyJ0VRQMohekfYQlTarSa3U3kR2n6yHcwB5eUR3,9_YFuVfmRHGDUjzmuPOlG_ce4ZdGdLF6xNGJt1mWm9_saJxjsxf9qel8XpZkI9YQ7v8I0-mLLTUqNw,ZXCLKASJDFHUSID,26,1665285692443,61
61j5bu4SGybtxqVYn-pzquyQDmVkvJAPmjuClRnEHRI0Xg,GpMsDexxf2D92ScJfiF45-VgWXHYqZnBubaiaVrvlSHE7kU,-IxJSu1nGGX6vl6fyL3U0wH-zyUinMtbKbqm5bXpUtw8bFmSFCk7ej2CJym3ekdAQ9fYhh2p4aaUtQ,87 E DO SP0RT,5434,1665430737000,659
fR8mjS5h2jMCtVux25pcSMwyyLvpqNLJrO01uxkKFLX-bg,Ew40jy8ttOvdWriDEmzhpiXoeiPZrQlh-l6PEx7BrFYC,X4bSq0iPPjg5q2wK5n2iVtaFe10e9keW7MazXAgWj1p7yrnF4GzeoLaiB9HTmeM0V80p3I-3jzpNdg,GRF LuanQ,588,1665532368731,635
KyI9NHL3dBYdFFDcqWX-qFel4-l2oC5ChJSl8eAIzFXeWQ,XQlwIZOd-E8gfDOBHtCvTQWeuQSuVaR3ivr83o6KMCoz,uNArOL5Cv6VFiRUfJ96KrNvF4AGX7zro42Bk_DRBO7FqOG5hL01AfMXJTHSQ1krCimOgTgNrlj1bmw,Jessica Vollmann,718,1665533309000,469
